store_nbr,family,sales
1,AUTOMOTIVE,5.099451162849911e-06
1,BABY CARE,0.0
1,BEAUTY,3.777785190231824e-06
1,BEVERAGES,0.002490366107076172
1,BOOKS,1.9652679367330248e-07
1,BREAD/BAKERY,0.0005308945072515732
1,CELEBRATION,1.5634591272986044e-05
1,CLEANING,0.001004545308751178
1,DAIRY,0.0009820322796996264
1,DELI,0.00019283570202715988
1,EGGS,0.00022028325054264492
1,FROZEN FOODS,0.00020297807346164148
1,GROCERY I,0.0034870214704756605
1,GROCERY II,3.4259929154905616e-05
1,HARDWARE,2.509209394103682e-06
1,HOME AND KITCHEN I,2.329075356679906e-05
1,HOME AND KITCHEN II,2.030093836447062e-05
1,HOME APPLIANCES,5.29970358294356e-07
1,HOME CARE,0.00015839687007426146
1,LADIESWEAR,1.4748823591548554e-05
1,LAWN AND GARDEN,1.4128506792560784e-05
1,LINGERIE,1.0537934329951394e-05
1,"LIQUOR,WINE,BEER",0.0001584425089979107
1,MAGAZINES,5.028664260863318e-06
1,MEATS,0.0004914178454267965
1,PERSONAL CARE,0.00020261260443093926
1,PET SUPPLIES,5.448728639757438e-06
1,PLAYERS AND ELECTRONICS,8.301627071138129e-06
1,POULTRY,0.00044579110774272323
1,PREPARED FOODS,0.000126652261177192
1,PRODUCE,0.0022757336701358737
1,SCHOOL AND OFFICE SUPPLIES,2.6917650887006834e-07
1,SEAFOOD,4.0692232108436986e-05
2,AUTOMOTIVE,8.47580010628935e-06
2,BABY CARE,7.82381548272863e-08
2,BEAUTY,7.391642817968382e-06
2,BEVERAGES,0.0038689810737490772
2,BOOKS,2.2260617861573126e-07
2,BREAD/BAKERY,0.0008608737787975576
2,CELEBRATION,1.246594600248095e-05
2,CLEANING,0.0015143451256057756
2,DAIRY,0.0013383008945849356
2,DELI,0.0003832599311864156
2,EGGS,0.0002931471892585807
2,FROZEN FOODS,0.00025208439388424875
2,GROCERY I,0.006139556455301154
2,GROCERY II,4.907115698899498e-05
2,HARDWARE,1.8367338252310544e-06
2,HOME AND KITCHEN I,2.7615274434216802e-05
2,HOME AND KITCHEN II,2.25996498658247e-05
2,HOME APPLIANCES,7.507137236999138e-07
2,HOME CARE,0.0002781375718176079
2,LADIESWEAR,2.751281970765726e-05
2,LAWN AND GARDEN,1.29120897663175e-05
2,LINGERIE,1.4622152293256758e-05
2,"LIQUOR,WINE,BEER",0.00013567986297619583
2,MAGAZINES,6.015955262255265e-06
2,MEATS,0.0007916171678411878
2,PERSONAL CARE,0.0004124603753701923
2,PET SUPPLIES,8.513056370492819e-06
2,PLAYERS AND ELECTRONICS,8.94429762864798e-06
2,POULTRY,0.0007632322459855357
2,PREPARED FOODS,0.00019595163247244845
2,PRODUCE,0.0025907951838196014
2,SCHOOL AND OFFICE SUPPLIES,7.17183085916791e-07
2,SEAFOOD,5.0525973105808e-05
3,AUTOMOTIVE,1.4573719149792247e-05
3,BABY CARE,6.259052386182904e-07
3,BEAUTY,1.507854152974926e-05
3,BEVERAGES,0.01057294497283
3,BOOKS,5.029595667468404e-07
3,BREAD/BAKERY,0.0018044879058803798
3,CELEBRATION,4.512665001645263e-05
3,CLEANING,0.003236108913724738
3,DAIRY,0.003201106653505578
3,DELI,0.0006190780521867247
3,EGGS,0.000819620115750836
3,FROZEN FOODS,0.0007046829986184144
3,GROCERY I,0.012080779539255428
3,GROCERY II,0.00012120580433314786
3,HARDWARE,4.704534762293132e-06
3,HOME AND KITCHEN I,6.856736004667066e-05
3,HOME AND KITCHEN II,5.47741596319411e-05
3,HOME APPLIANCES,2.945107685284277e-06
3,HOME CARE,0.0005088125258532056
3,LADIESWEAR,4.8431280651300394e-05
3,LAWN AND GARDEN,3.8481063889158734e-05
3,LINGERIE,4.318094161842643e-05
3,"LIQUOR,WINE,BEER",0.00034435219877982943
3,MAGAZINES,1.9071481645756123e-05
3,MEATS,0.0012727565443082453
3,PERSONAL CARE,0.0007898020646955891
3,PET SUPPLIES,1.83282191748969e-05
3,PLAYERS AND ELECTRONICS,2.7723317600406866e-05
3,POULTRY,0.0017745517377048131
3,PREPARED FOODS,0.0005764270224901421
3,PRODUCE,0.00802249951972082
3,SCHOOL AND OFFICE SUPPLIES,1.1772979488296414e-06
3,SEAFOOD,0.00016667547398681323
4,AUTOMOTIVE,6.302828496621981e-06
4,BABY CARE,2.23537585220818e-08
4,BEAUTY,6.41739150904765e-06
4,BEVERAGES,0.00341652609875646
4,BOOKS,2.477541569530733e-07
4,BREAD/BAKERY,0.0006360407792806578
4,CELEBRATION,1.0011689598077387e-05
4,CLEANING,0.001387654267775272
4,DAIRY,0.0012380126197888259
4,DELI,0.00033882407572218264
4,EGGS,0.0002698806522635139
4,FROZEN FOODS,0.00023628348867420787
4,GROCERY I,0.005249727648264317
4,GROCERY II,3.263648744223943e-05
4,HARDWARE,1.7827122421360236e-06
4,HOME AND KITCHEN I,2.1683145766419347e-05
4,HOME AND KITCHEN II,1.3892860921473837e-05
4,HOME APPLIANCES,6.12865546147076e-07
4,HOME CARE,0.00024116352381547948
4,LADIESWEAR,2.383376361756463e-05
4,LAWN AND GARDEN,1.4686419349007741e-05
4,LINGERIE,7.221195409237508e-06
4,"LIQUOR,WINE,BEER",0.00013041182721782523
4,MAGAZINES,5.475739431304954e-06
4,MEATS,0.0005797730148804835
4,PERSONAL CARE,0.0003576443024410223
4,PET SUPPLIES,6.656763006554942e-06
4,PLAYERS AND ELECTRONICS,8.473937293079175e-06
4,POULTRY,0.0007041634864567306
4,PREPARED FOODS,0.000156406695421444
4,PRODUCE,0.0024585298898706035
4,SCHOOL AND OFFICE SUPPLIES,3.259923117803596e-07
4,SEAFOOD,5.129356365900617e-05
5,AUTOMOTIVE,8.563352327167503e-06
5,BABY CARE,2.0025242009364945e-07
5,BEAUTY,8.088334958573264e-06
5,BEVERAGES,0.0023600269295735435
5,BOOKS,2.1422351916995057e-07
5,BREAD/BAKERY,0.0005987589794660498
5,CELEBRATION,2.4380499294750547e-05
5,CLEANING,0.0015533515028202031
5,DAIRY,0.0008115187410997916
5,DELI,0.0003867861538005409
5,EGGS,0.00017775988198740972
5,FROZEN FOODS,0.00025117167052072977
5,GROCERY I,0.004901696456730045
5,GROCERY II,3.0960886959688375e-05
5,HARDWARE,1.6066763937746292e-06
5,HOME AND KITCHEN I,2.804185865934653e-05
5,HOME AND KITCHEN II,3.4683719160220083e-05
5,HOME APPLIANCES,8.624825163103228e-07
5,HOME CARE,0.0002228697666849708
5,LADIESWEAR,1.3796926041149904e-05
5,LAWN AND GARDEN,4.629090827281106e-06
5,LINGERIE,2.9396123863142654e-05
5,"LIQUOR,WINE,BEER",0.00010284032889404749
5,MAGAZINES,6.118409988814806e-06
5,MEATS,0.00044437819702592877
5,PERSONAL CARE,0.00041928758578547813
5,PET SUPPLIES,2.9795697296724866e-06
5,PLAYERS AND ELECTRONICS,7.473606599216015e-06
5,POULTRY,0.00039084649915684767
5,PREPARED FOODS,0.00013783991504018702
5,PRODUCE,0.001540157437770177
5,SCHOOL AND OFFICE SUPPLIES,7.572335699355209e-07
5,SEAFOOD,2.0825314690224072e-05
6,AUTOMOTIVE,8.408738830723103e-06
6,BABY CARE,1.11768792610409e-08
6,BEAUTY,8.884687605922428e-06
6,BEVERAGES,0.004715810370654312
6,BOOKS,7.078690198659237e-08
6,BREAD/BAKERY,0.0008560583806164445
6,CELEBRATION,1.4672448249931442e-05
6,CLEANING,0.0019383754338243553
6,DAIRY,0.0015014591152244005
6,DELI,0.0005358944254144489
6,EGGS,0.0003213613581398683
6,FROZEN FOODS,0.0003526654309527979
6,GROCERY I,0.0072711618053817074
6,GROCERY II,5.520633229670135e-05
6,HARDWARE,1.4613769633810976e-06
6,HOME AND KITCHEN I,2.731908713379922e-05
6,HOME AND KITCHEN II,4.606457646777498e-05
6,HOME APPLIANCES,6.156597659623362e-07
6,HOME CARE,0.00031698654131577584
6,LADIESWEAR,3.02288013680902e-05
6,LAWN AND GARDEN,1.2211671999292269e-05
6,LINGERIE,1.2776104401974836e-05
6,"LIQUOR,WINE,BEER",0.00014645716880365452
6,MAGAZINES,5.7383960939394155e-06
6,MEATS,0.0007769107493481837
6,PERSONAL CARE,0.0005040707348267089
6,PET SUPPLIES,9.267495720613079e-06
6,PLAYERS AND ELECTRONICS,1.2187455427560014e-05
6,POULTRY,0.0009898614235453191
6,PREPARED FOODS,0.0002205553925225429
6,PRODUCE,0.0026949166897891593
6,SCHOOL AND OFFICE SUPPLIES,4.1540734586868675e-07
6,SEAFOOD,6.816066583448812e-05
7,AUTOMOTIVE,6.659557226370203e-06
7,BABY CARE,4.47075170441636e-08
7,BEAUTY,5.720699368442767e-06
7,BEVERAGES,0.005208992962267557
7,BOOKS,1.9652679367330248e-07
7,BREAD/BAKERY,0.0010079662653089893
7,CELEBRATION,1.7664126265470057e-05
7,CLEANING,0.0016492873145507426
7,DAIRY,0.0019217786995283147
7,DELI,0.00026508469722136144
7,EGGS,0.0004468702609885169
7,FROZEN FOODS,0.0004041245320249269
7,GROCERY I,0.005819404248284603
7,GROCERY II,6.279170768852778e-05
7,HARDWARE,3.211489974339085e-06
7,HOME AND KITCHEN I,2.2724458350906323e-05
7,HOME AND KITCHEN II,2.176138392124663e-05
7,HOME APPLIANCES,1.2145542130331112e-06
7,HOME CARE,0.00023592715588168184
7,LADIESWEAR,1.1412525132127846e-05
7,LAWN AND GARDEN,2.9850650286424982e-05
7,LINGERIE,1.3966442043275691e-05
7,"LIQUOR,WINE,BEER",0.00024991781449668977
7,MAGAZINES,1.0405674592029077e-05
7,MEATS,0.0008196505346057219
7,PERSONAL CARE,0.000334554732700922
7,PET SUPPLIES,6.036446207567172e-06
7,PLAYERS AND ELECTRONICS,1.0839710069999499e-05
7,POULTRY,0.0009487621586910911
7,PREPARED FOODS,0.0002814042298900025
7,PRODUCE,0.005194300211216448
7,SCHOOL AND OFFICE SUPPLIES,4.992339403264935e-07
7,SEAFOOD,9.029129095617679e-05
8,AUTOMOTIVE,8.280204719221134e-06
8,BABY CARE,1.322597379223173e-07
8,BEAUTY,1.127374554796992e-05
8,BEVERAGES,0.005911777433476312
8,BOOKS,2.952558938124971e-07
8,BREAD/BAKERY,0.001180732996228162
8,CELEBRATION,2.326281136864646e-05
8,CLEANING,0.001978359787974124
8,DAIRY,0.0022109851074407732
8,DELI,0.0004368770502832609
8,EGGS,0.0005129684621251027
8,FROZEN FOODS,0.0003726330171953538
8,GROCERY I,0.007367394578411553
8,GROCERY II,6.50522315190733e-05
8,HARDWARE,3.745185959053788e-06
8,HOME AND KITCHEN I,4.6615037771381244e-05
8,HOME AND KITCHEN II,4.030382661531348e-05
8,HOME APPLIANCES,1.8330081988107075e-06
8,HOME CARE,0.0003650601618307229
8,LADIESWEAR,3.892348202657493e-05
8,LAWN AND GARDEN,2.637557224284635e-05
8,LINGERIE,3.510750916553455e-05
8,"LIQUOR,WINE,BEER",0.00023151694560659612
8,MAGAZINES,1.291767820594802e-05
8,MEATS,0.0008145548720975773
8,PERSONAL CARE,0.0005136893708374398
8,PET SUPPLIES,1.5927052946983283e-05
8,PLAYERS AND ELECTRONICS,1.765760641923445e-05
8,POULTRY,0.0009389894057912896
8,PREPARED FOODS,0.0003324450445490314
8,PRODUCE,0.004798817712063711
8,SCHOOL AND OFFICE SUPPLIES,6.612986896115865e-07
8,SEAFOOD,8.74145492245063e-05
9,AUTOMOTIVE,2.1755795481616112e-05
9,BABY CARE,3.129526193091452e-07
9,BEAUTY,8.646247515020222e-06
9,BEVERAGES,0.004300673132701101
9,BOOKS,0.0
9,BREAD/BAKERY,0.0008902756894061111
9,CELEBRATION,1.514187717889516e-05
9,CLEANING,0.0027004886429639256
9,DAIRY,0.001169776840493566
9,DELI,0.0009169731167271106
9,EGGS,0.0003021892845807628
9,FROZEN FOODS,0.00019560949208046298
9,GROCERY I,0.009642944754460677
9,GROCERY II,1.798918717064533e-05
9,HARDWARE,2.9581473777554915e-06
9,HOME AND KITCHEN I,5.205258953187764e-05
9,HOME AND KITCHEN II,3.0733623748047216e-05
9,HOME APPLIANCES,6.175225791725097e-07
9,HOME CARE,0.00045301661317548433
9,LADIESWEAR,1.4863386603974223e-05
9,LAWN AND GARDEN,6.601810016854825e-06
9,LINGERIE,1.4199293694547376e-05
9,"LIQUOR,WINE,BEER",8.061603589007275e-05
9,MAGAZINES,2.5986244281920093e-06
9,MEATS,0.0005912299818366074
9,PERSONAL CARE,0.000695417044962519
9,PET SUPPLIES,5.305292022574081e-06
9,PLAYERS AND ELECTRONICS,1.0706518925472095e-05
9,POULTRY,0.0007589609332656372
9,PREPARED FOODS,0.0001392228675255065
9,PRODUCE,0.0015200765298818103
9,SCHOOL AND OFFICE SUPPLIES,9.491033305833897e-06
9,SEAFOOD,2.6482982246556947e-05
10,AUTOMOTIVE,4.835863093610362e-06
10,BABY CARE,4.293784449449879e-07
10,BEAUTY,2.1534120709605467e-06
10,BEVERAGES,0.0014039473635180542
10,BOOKS,0.0
10,BREAD/BAKERY,0.00017829078375230918
10,CELEBRATION,4.111228754852878e-06
10,CLEANING,0.0012199843135407668
10,DAIRY,0.00039357424363884846
10,DELI,0.00039082845696705276
10,EGGS,7.662309577406588e-05
10,FROZEN FOODS,6.823314061289631e-05
10,GROCERY I,0.0038431887241057645
10,GROCERY II,5.8026631496904e-06
10,HARDWARE,1.0720490024548397e-06
10,HOME AND KITCHEN I,1.1583903947463805e-05
10,HOME AND KITCHEN II,8.463691820423221e-06
10,HOME APPLIANCES,2.8314760794636947e-07
10,HOME CARE,0.00018772034422220735
10,LADIESWEAR,5.113422261926211e-06
10,LAWN AND GARDEN,2.421657173225528e-08
10,LINGERIE,5.078960217538002e-06
10,"LIQUOR,WINE,BEER",1.9085452744832423e-05
10,MAGAZINES,3.883965543211713e-07
10,MEATS,0.00029308620522389996
10,PERSONAL CARE,0.0002801512728978054
10,PET SUPPLIES,5.18793479033315e-07
10,PLAYERS AND ELECTRONICS,3.637142792863726e-06
10,POULTRY,0.00027472022989235477
10,PREPARED FOODS,3.2673743706442896e-05
10,PRODUCE,0.000233539850828237
10,SCHOOL AND OFFICE SUPPLIES,7.991468671644243e-07
10,SEAFOOD,4.512665001645263e-06
11,AUTOMOTIVE,1.049322681290723e-05
11,BABY CARE,2.9618730041758386e-07
11,BEAUTY,7.459635500139714e-06
11,BEVERAGES,0.005718187364828848
11,BOOKS,0.0
11,BREAD/BAKERY,0.000950867414693424
11,CELEBRATION,1.590190496864594e-05
11,CLEANING,0.0030492249726338985
11,DAIRY,0.0008044447079341577
11,DELI,0.0006748699930113754
11,EGGS,0.00024705746481246837
11,FROZEN FOODS,0.00016038059656375844
11,GROCERY I,0.010287337946623823
11,GROCERY II,2.738149137634003e-05
11,HARDWARE,1.146561530861779e-06
11,HOME AND KITCHEN I,3.6885564374645145e-05
11,HOME AND KITCHEN II,2.180143440526536e-05
11,HOME APPLIANCES,6.370821178793313e-07
11,HOME CARE,0.0005167713952936718
11,LADIESWEAR,1.2304812659800943e-05
11,LAWN AND GARDEN,2.567888010224147e-06
11,LINGERIE,1.7246856106391196e-05
11,"LIQUOR,WINE,BEER",6.936184988080965e-05
11,MAGAZINES,2.3042999409845986e-06
11,MEATS,0.0009734011394041453
11,PERSONAL CARE,0.0006149947416463043
11,PET SUPPLIES,1.5843226352525476e-06
11,PLAYERS AND ELECTRONICS,1.2175347141693886e-05
11,POULTRY,0.000801540907004807
11,PREPARED FOODS,8.609410196948878e-05
11,PRODUCE,0.0012386304939739916
11,SCHOOL AND OFFICE SUPPLIES,6.215276275743827e-06
11,SEAFOOD,1.3045280910844903e-05
12,AUTOMOTIVE,7.45497846711428e-06
12,BABY CARE,1.6672178231052676e-07
12,BEAUTY,1.5163299530812153e-06
12,BEVERAGES,0.0020334673911706863
12,BOOKS,0.0
12,BREAD/BAKERY,0.0002925566774709557
12,CELEBRATION,9.634469923017255e-06
12,CLEANING,0.0012105556844774737
12,DAIRY,0.0005260659018058324
12,DELI,0.00030831235160260303
12,EGGS,0.00011755934747423327
12,FROZEN FOODS,7.469522015768759e-05
12,GROCERY I,0.003919846965576667
12,GROCERY II,9.952079575351834e-06
12,HARDWARE,1.5349580851829502e-06
12,HOME AND KITCHEN I,1.6191572422827917e-05
12,HOME AND KITCHEN II,1.3116999219436583e-05
12,HOME APPLIANCES,3.4741466369735464e-07
12,HOME CARE,0.00017668783298495488
12,LADIESWEAR,2.034192025509444e-06
12,LAWN AND GARDEN,1.4902505681387865e-08
12,LINGERIE,1.014767496242005e-05
12,"LIQUOR,WINE,BEER",6.0115776512113564e-05
12,MAGAZINES,1.1726409158042077e-06
12,MEATS,0.00022982991701927464
12,PERSONAL CARE,0.00024420829200750806
12,PET SUPPLIES,8.121865596356387e-07
12,PLAYERS AND ELECTRONICS,4.616051134809892e-06
12,POULTRY,0.00027956638363649846
12,PREPARED FOODS,5.218391786319487e-05
12,PRODUCE,0.00031858309917830077
12,SCHOOL AND OFFICE SUPPLIES,8.550312634696288e-07
12,SEAFOOD,4.263048031482017e-06
13,AUTOMOTIVE,8.664875647121958e-06
13,BABY CARE,0.0
13,BEAUTY,2.0099754537771883e-06
13,BEVERAGES,0.00202422131780199
13,BOOKS,0.0
13,BREAD/BAKERY,0.00025821105890838213
13,CELEBRATION,6.440676674174818e-06
13,CLEANING,0.0012229424609185222
13,DAIRY,0.00042326841761561887
13,DELI,0.0002487097801298923
13,EGGS,8.193025060985014e-05
13,FROZEN FOODS,5.2183803316947764e-05
13,GROCERY I,0.004256603423340562
13,GROCERY II,1.1446055769910967e-05
13,HARDWARE,8.40128757788241e-07
13,HOME AND KITCHEN I,1.6745759352854528e-05
13,HOME AND KITCHEN II,1.2668061235784773e-05
13,HOME APPLIANCES,2.4309712392763956e-07
13,HOME CARE,0.00016776123208180356
13,LADIESWEAR,4.261185218271843e-06
13,LAWN AND GARDEN,1.9559538706821575e-08
13,LINGERIE,4.8051266756425e-06
13,"LIQUOR,WINE,BEER",5.063312586572545e-05
13,MAGAZINES,7.218401189422248e-07
13,MEATS,0.0002403323837741009
13,PERSONAL CARE,0.0002825617531917699
13,PET SUPPLIES,3.781510816652171e-07
13,PLAYERS AND ELECTRONICS,3.7256264203469664e-06
13,POULTRY,0.00018597238789442032
13,PREPARED FOODS,4.326569961948932e-05
13,PRODUCE,0.0001858362909550176
13,SCHOOL AND OFFICE SUPPLIES,6.603672830064998e-07
13,SEAFOOD,3.1705080837152687e-06
14,AUTOMOTIVE,5.675060444793517e-06
14,BABY CARE,1.0245472655954158e-08
14,BEAUTY,1.9904159150703667e-06
14,BEVERAGES,0.0015109827477614124
14,BOOKS,0.0
14,BREAD/BAKERY,0.0003007428101230631
14,CELEBRATION,7.33203279524283e-06
14,CLEANING,0.001712396631891605
14,DAIRY,0.0005517401248750485
14,DELI,0.00034569714991757467
14,EGGS,5.8994362959589126e-05
14,FROZEN FOODS,9.66005973214701e-05
14,GROCERY I,0.004157152233465454
14,GROCERY II,9.535740822878062e-06
14,HARDWARE,5.318331715045294e-07
14,HOME AND KITCHEN I,1.9146925580768147e-05
14,HOME AND KITCHEN II,1.9434730221739952e-05
14,HOME APPLIANCES,3.036385532582778e-07
14,HOME CARE,0.00024116166100226932
14,LADIESWEAR,1.5079472936354347e-06
14,LAWN AND GARDEN,0.0
14,LINGERIE,7.450321434088846e-06
14,"LIQUOR,WINE,BEER",3.95652211774797e-05
14,MAGAZINES,1.2518104772365808e-06
14,MEATS,0.0004719160045891568
14,PERSONAL CARE,0.00043083702768855376
14,PET SUPPLIES,6.920351075794491e-07
14,PLAYERS AND ELECTRONICS,4.684975223586311e-06
14,POULTRY,0.00014871101097748915
14,PREPARED FOODS,9.515995002850223e-05
14,PRODUCE,0.00035830507121616
14,SCHOOL AND OFFICE SUPPLIES,5.206562922434886e-07
14,SEAFOOD,6.7517664802737905e-06
15,AUTOMOTIVE,4.209957854992072e-06
15,BABY CARE,1.4716224360370519e-06
15,BEAUTY,3.0261400599268237e-06
15,BEVERAGES,0.0019396775402582666
15,BOOKS,0.0
15,BREAD/BAKERY,0.00023972636342383064
15,CELEBRATION,4.735271180260995e-06
15,CLEANING,0.0013688258832534434
15,DAIRY,0.0004743393045857351
15,DELI,0.0004251312308257924
15,EGGS,0.0001233033320078032
15,FROZEN FOODS,0.00010048189931562479
15,GROCERY I,0.0042641863109453455
15,GROCERY II,1.51670251572325e-05
15,HARDWARE,1.4334347652284953e-06
15,HOME AND KITCHEN I,4.630115374546702e-05
15,HOME AND KITCHEN II,1.6372265304214746e-05
15,HOME APPLIANCES,1.8162428799191462e-07
15,HOME CARE,0.00023044396519753617
15,LADIESWEAR,8.834391649247744e-06
15,LAWN AND GARDEN,1.3971099076301125e-08
15,LINGERIE,7.397231257598902e-06
15,"LIQUOR,WINE,BEER",3.867013942999134e-05
15,MAGAZINES,1.1754351356194679e-06
15,MEATS,0.00019722204917044638
15,PERSONAL CARE,0.00028457917989838777
15,PET SUPPLIES,6.259052386182904e-07
15,PLAYERS AND ELECTRONICS,4.18480987665473e-06
15,POULTRY,0.0001955114337791745
15,PREPARED FOODS,4.841078970598848e-05
15,PRODUCE,0.0006112511475822214
15,SCHOOL AND OFFICE SUPPLIES,6.762011952929744e-07
15,SEAFOOD,8.221526103100668e-06
16,AUTOMOTIVE,9.023467190080354e-06
16,BABY CARE,1.4716224360370517e-07
16,BEAUTY,1.370099116082597e-06
16,BEVERAGES,0.0017006255152165189
16,BOOKS,0.0
16,BREAD/BAKERY,0.0003167471698182686
16,CELEBRATION,5.670403411768083e-06
16,CLEANING,0.0015712848055945434
16,DAIRY,0.0003838280049232208
16,DELI,0.00033559977091182934
16,EGGS,0.0002789562782234791
16,FROZEN FOODS,6.522585317874533e-05
16,GROCERY I,0.004011821821694018
16,GROCERY II,9.268427127218167e-06
16,HARDWARE,9.286123852714814e-07
16,HOME AND KITCHEN I,1.9707632357030366e-05
16,HOME AND KITCHEN II,1.2180935581324407e-05
16,HOME APPLIANCES,1.9559538706821575e-07
16,HOME CARE,0.00021058078793745634
16,LADIESWEAR,0.0
16,LAWN AND GARDEN,2.5147978337342026e-08
16,LINGERIE,6.159391879438622e-06
16,"LIQUOR,WINE,BEER",5.632029459638509e-05
16,MAGAZINES,9.109156597748333e-07
16,MEATS,0.00011978426503110186
16,PERSONAL CARE,0.00030911429268958273
16,PET SUPPLIES,4.172701590788603e-07
16,PLAYERS AND ELECTRONICS,3.0652591373404666e-06
16,POULTRY,0.0001477915287182243
16,PREPARED FOODS,6.555332827260997e-05
16,PRODUCE,0.0005839756403208037
16,SCHOOL AND OFFICE SUPPLIES,2.1860113021385827e-06
16,SEAFOOD,4.351531658965257e-06
17,AUTOMOTIVE,9.581379746527311e-06
17,BABY CARE,2.393714975072926e-07
17,BEAUTY,2.8752521899027714e-06
17,BEVERAGES,0.003768249449408946
17,BOOKS,0.0
17,BREAD/BAKERY,0.0003957760888532735
17,CELEBRATION,7.314336069746182e-06
17,CLEANING,0.0016730484284531106
17,DAIRY,0.0008555901074326808
17,DELI,0.000665233882518078
17,EGGS,0.0002833692827183801
17,FROZEN FOODS,0.00015095634335673922
17,GROCERY I,0.006010958467934207
17,GROCERY II,1.2872970688903856e-05
17,HARDWARE,1.1568070035177332e-06
17,HOME AND KITCHEN I,2.6556265124233177e-05
17,HOME AND KITCHEN II,2.4636636111149404e-05
17,HOME APPLIANCES,2.729021352904153e-07
17,HOME CARE,0.00029746425887315777
17,LADIESWEAR,2.9898152023284404e-06
17,LAWN AND GARDEN,1.9280116725295551e-07
17,LINGERIE,8.340746148551771e-06
17,"LIQUOR,WINE,BEER",6.124557272408379e-05
17,MAGAZINES,1.979239035809326e-06
17,MEATS,0.00039661457927429465
17,PERSONAL CARE,0.00035813887934832336
17,PET SUPPLIES,1.586185448462721e-06
17,PLAYERS AND ELECTRONICS,8.055735727395228e-06
17,POULTRY,0.0004721085721726729
17,PREPARED FOODS,0.00010241374466891777
17,PRODUCE,0.0011759966142523837
17,SCHOOL AND OFFICE SUPPLIES,9.127784729850068e-07
17,SEAFOOD,1.7436361957075352e-05
18,AUTOMOTIVE,5.972179151816187e-06
18,BABY CARE,1.5554490304948586e-07
18,BEAUTY,3.1360460393270593e-06
18,BEVERAGES,0.002579780209757894
18,BOOKS,0.0
18,BREAD/BAKERY,0.0010336244609755107
18,CELEBRATION,7.318993102771616e-06
18,CLEANING,0.0009414853559603852
18,DAIRY,0.0007423524866060501
18,DELI,0.00032163194439410796
18,EGGS,0.00025328950640710377
18,FROZEN FOODS,8.898237980718255e-05
18,GROCERY I,0.0038548025848838675
18,GROCERY II,2.6094287448110153e-05
18,HARDWARE,1.4576513369607506e-06
18,HOME AND KITCHEN I,2.2526068744022845e-05
18,HOME AND KITCHEN II,1.3176609242162134e-05
18,HOME APPLIANCES,2.701079154751551e-07
18,HOME CARE,0.0001707864407351253
18,LADIESWEAR,9.846830628977033e-06
18,LAWN AND GARDEN,2.2092964672657513e-06
18,LINGERIE,6.854221206833332e-06
18,"LIQUOR,WINE,BEER",8.940851424209159e-05
18,MAGAZINES,1.813448660103886e-06
18,MEATS,0.0001547533553415996
18,PERSONAL CARE,0.00023416120895843737
18,PET SUPPLIES,2.8864290691638123e-06
18,PLAYERS AND ELECTRONICS,6.743383820828009e-06
18,POULTRY,0.000305086310703428
18,PREPARED FOODS,7.833005766331931e-05
18,PRODUCE,0.0013732074280372634
18,SCHOOL AND OFFICE SUPPLIES,3.0205516202963033e-06
18,SEAFOOD,1.4706203072906797e-05
19,AUTOMOTIVE,1.02706206342915e-05
19,BABY CARE,1.8628132101734832e-07
19,BEAUTY,2.5185234601545493e-06
